timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622529188;7.395;18;639;426x240;61958
1699622530187;10.315;18;639;426x240;62090
1699622531185;9.332;18;639;426x240;62228
1699622532187;12.268;18;639;426x240;62332
1699622533180;11.477;18;639;426x240;62453
1699622534186;14.415;18;639;426x240;62617
1699622535186;13.271;18;639;426x240;62752
1699622536186;12.287;18;639;426x240;62872
1699622537186;11.492;18;639;426x240;63001
1699622538186;10.422;18;639;426x240;63133
1699622539186;9.365;18;639;426x240;63271
1699622540188;8.3;18;639;426x240;63413
1699622541186;7.506;18;639;426x240;63553
1699622542186;10.437;18;639;426x240;63689
1699622543189;9.332;18;639;426x240;63825
1699622544186;8.316;18;639;426x240;63981
1699622545188;7.252;18;639;426x240;64110
1699622546186;10.453;24;1867;854x480;64259
1699622547186;9.366;24;1867;854x480;64386
1699622548186;8.334;24;1867;854x480;64519
1699622549182;7.267;24;1867;854x480;64661
1699622550186;6.47;24;1867;854x480;64778
1699622551180;5.414;24;1867;854x480;64893
1699622552186;4.348;24;1867;854x480;65036
1699622553186;3.285;24;1867;854x480;65164
1699622554186;2.482;24;1867;854x480;65320
1699622555183;1.421;24;1867;854x480;65447
1699622556186;0.366;24;1867;854x480;65523
1699622557186;0;24;1867;854x480;65523
1699622558186;0;24;1867;854x480;65523
1699622559186;0;18;639;426x240;65523
1699622560182;0;18;639;426x240;65523
1699622561186;0;18;639;426x240;65523
1699622562187;0;18;639;426x240;65523
1699622563179;0;18;639;426x240;65523
1699622564186;0.928;18;639;426x240;66021
1699622565189;0.013;18;639;426x240;66058
1699622566186;2.943;18;639;426x240;66270
1699622567186;2.154;18;639;426x240;66383
1699622568186;5.089;18;639;426x240;66503
1699622569180;8.033;18;639;426x240;66612
1699622570180;10.969;18;639;426x240;66731
1699622571186;10.169;18;639;426x240;66855
1699622572186;13.109;18;639;426x240;66979
1699622573186;12.051;18;639;426x240;67121
1699622574186;10.995;24;1867;854x480;67258
1699622575186;9.93;24;1867;854x480;67412
1699622576186;9.134;24;1867;854x480;67529
1699622577186;8.079;24;1867;854x480;67656
1699622578186;7.014;24;1867;854x480;67811
1699622579186;5.95;24;1867;854x480;67934
1699622580185;5.149;24;1867;854x480;68064
1699622581187;4.092;18;639;426x240;68198
1699622582186;3.027;18;639;426x240;68334
1699622583190;1.963;18;639;426x240;68475
1699622584181;1.165;18;639;426x240;68616
1699622585186;4.091;18;639;426x240;68749
1699622586186;3.027;18;639;426x240;68878
1699622587186;1.967;18;639;426x240;69001
1699622588186;1.17;18;639;426x240;69135
1699622589189;0.1;18;639;426x240;69169
1699622590181;0;18;639;426x240;69169
1699622591186;0;18;639;426x240;69169
1699622592187;1.008;18;639;426x240;69650
1699622593186;0.294;18;639;426x240;69688
1699622594186;3.238;18;639;426x240;69911
1699622595186;2.174;18;639;426x240;70052
1699622596186;1.11;18;639;426x240;70182
1699622597186;0.31;18;639;426x240;70246
1699622598186;0;18;639;426x240;70246
1699622599186;2.189;18;639;426x240;70617
1699622600188;1.127;18;639;426x240;70736
1699622601179;4.327;18;639;426x240;70890
1699622602186;7.163;18;639;426x240;71012
1699622603186;6.212;18;639;426x240;71138
1699622604186;9.144;18;639;426x240;71269
1699622605186;8.285;18;639;426x240;71418
1699622606186;11.099;18;639;426x240;71566
1699622607186;10.23;18;639;426x240;71699
1699622608186;9.164;18;639;426x240;71824
1699622609186;12.1;18;639;426x240;71956
1699622610186;11.26;18;639;426x240;72081
1699622611186;10.243;18;639;426x240;72209
1699622612186;13.099;18;639;426x240;72327
1699622613187;12.115;18;639;426x240;72453
1699622614186;11.299;18;639;426x240;72567
1699622615179;10.212;18;639;426x240;72686
1699622616186;9.196;18;639;426x240;72812
1699622617186;8.13;18;639;426x240;72927
1699622618186;11.332;18;639;426x240;73048
1699622619182;10.274;18;639;426x240;73160
1699622620186;9.218;18;639;426x240;73284
1699622621186;12.154;18;639;426x240;73410
1699622622186;11.355;18;639;426x240;73539
1699622623186;10.298;18;639;426x240;73648
1699622624186;13.235;18;639;426x240;73784
1699622625186;12.159;18;639;426x240;73900
1699622626186;11.112;18;639;426x240;74030
1699622627186;10.312;18;639;426x240;74173
1699622628186;9.256;18;639;426x240;74288
1699622629179;8.19;18;639;426x240;74400
1699622630186;7.126;18;639;426x240;74532
1699622631186;6.326;18;639;426x240;74669
1699622632186;9.27;18;639;426x240;74806
1699622633186;8.206;18;639;426x240;74932
1699622634186;7.142;18;639;426x240;75059
1699622635179;6.34;18;639;426x240;75161
1699622636186;5.279;18;639;426x240;75300
1699622637186;8.222;18;639;426x240;75425
1699622638186;7.158;18;639;426x240;75564
1699622639186;6.355;18;639;426x240;75692
1699622640186;5.294;18;639;426x240;75818
1699622641186;4.238;18;639;426x240;75938
1699622642187;3.173;18;639;426x240;76055
1699622643186;2.11;18;639;426x240;76207
1699622644187;5.208;18;639;426x240;76323
1699622645186;4.254;18;639;426x240;76477
